FIPS2,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
F46105,89.86,24.6,19.23,2.99,3.15
F46107,94.06,12.9,10.85,3.41,3.43
F46109,90.16,24.6,47.59,2.5,2.28
F46111,92.69,16.8,19.1,3.6,3.35
F46115,92.11,15,18.49,3.23,3.17
F46117,95.13,11.4,14.89,2.59,2.77
F46119,95.92,6.9,9.39,,
F46121,79.75,49.1,58.82,1.83,1.76
F46123,89.08,28.4,19.72,3.09,2.98
F46125,92.76,9.2,13.76,3.23,3.25
F46127,93.79,5.1,17.87,3.27,3.25
F46129,89.03,20.9,17.24,3.17,3.12
F46135,90.44,12.3,19.41,3.18,3.06
F46137,87.62,52.8,46.79,2.31,2.28
F47001,88.61,17.5,28.22,2.98,2.78
F47003,83.49,20.2,24.84,2.77,2.59
F47005,83.38,24.5,21.27,2.9,2.82
F47007,78.42,25.8,20.24,3.01,2.82
F47009,89.42,12.8,17.98,3.09,3
F47011,87.07,17,24.86,3.07,2.91
F47013,79.19,25,26.29,2.73,2.48
F47015,84.06,18.3,19.28,2.89,2.75
F47017,87.18,22.9,20.68,3.06,2.9
F47019,85.13,20.9,24.23,3.02,2.66
F47021,86.57,12.5,22.02,2.97,3.1
F47023,85.3,20.6,33.05,3.21,3.24
F47025,80.36,22,23.87,2.87,2.66
F47027,80.75,30.1,28.74,2.91,2.65
F47029,81.76,30.3,32.25,3.04,2.88
F47031,86.91,19.9,23.41,2.91,2.68
F47033,83.81,20.4,31.82,3.1,3.28
F47035,87.14,20.5,22.58,2.98,2.87
F47037,89.7,17.3,32.77,2.69,2.59
F47039,84.7,24.4,14.99,3.38,3.26
F47041,79.52,22.5,19.93,2.89,2.64
F47043,85.6,15.6,23.76,3.06,3
F47045,85.75,22.4,33.08,3.03,3.02
F47047,87.76,16.2,30.85,2.58,2.21
F47049,80.72,24.4,27.53,2.96,2.77
F47051,88.1,19.8,26.55,2.82,2.51
F47053,86.07,18.6,36.62,2.93,3.05
F47055,87.13,19.1,26.37,2.99,2.99
F47057,80.11,20,18.65,2.84,2.77
F47059,84.47,21,30.92,2.84,2.8
F47061,78.21,26.2,25.21,2.88,2.47
F47063,82.95,21.1,30.44,2.91,2.87
F47065,90.29,18.6,27.45,2.85,2.82
F47067,81.1,39,27.09,2.66,2.51
F47069,80.76,28,39.15,2.77,2.48
F47071,82.8,20.4,24.77,2.84,2.56
F47073,86.75,23.5,28.94,2.96,2.97
F47075,84.46,29,47.7,2.83,2.83
F47077,85.03,18.9,23.78,3.06,3.12
F47079,87.06,27.2,26.79,2.92,2.86
F47081,81.51,20,22.91,3.08,3.1
F47083,79.99,22.7,17.24,2.67,2.46
F47085,84.21,21.5,13.02,3.04,3.16
F47087,80.49,24.7,25.51,3.25,2.83
F47089,86.22,18.5,24.9,2.75,2.66
F47091,80.56,26.9,18.96,2.81,2.81
F47093,91.9,13.1,24.1,3.04,2.87
F47095,73.53,40,41.45,2.52,2.27
F47097,78,26.2,35.94,2.78,2.75
F47099,84.29,18.7,20.2,3.15,2.82
F47101,83.25,20.7,31.3,3.03,3
F47103,84.87,17.6,21.49,2.99,2.98
F47105,86.98,16.7,15.32,3.09,3.15
F47107,85.03,19.2,22.35,3.03,2.98
F47109,84.43,18.3,24.24,3.07,2.85
F47111,81.57,23,22.23,2.99,3.01
F47113,88.48,32.3,38.49,,
F47115,80.95,21.2,23.74,2.77,2.34
F47117,87.28,15.6,24.18,2.95,2.8
F47119,90.35,12.5,24.72,2.82,2.78
F47121,84.01,22.3,16,3,3.02
F47123,84.64,20.7,21.9,2.86,2.72
F47125,93.29,15.4,26.12,3.25,3.28
F47127,86.41,13.1,9.95,2.82,2.26
F47129,81.45,22.4,27.83,2.79,2.39
F47131,83.6,22.1,30.25,3.06,2.88
F47133,80.39,22.9,30.8,2.84,2.81
F47135,75.45,24.5,19.9,3.28,3.25
F47137,79.27,23.9,22.55,2.77,2.48
F47139,81.65,20.4,31.68,3.04,2.91
F47141,88.18,22.9,26.43,3.09,3.11
F47143,82.54,19.8,32.79,3.11,3.01
F47145,89.82,19.1,19.06,2.91,2.85
F47147,87.29,11.7,21.05,2.81,2.68
F47149,92.37,9.7,23.3,3.13,3.25
F47151,78.47,25.2,35.9,2.97,2.82
F47153,83.24,25.3,33.62,3.08,3.12
F47155,86.46,19.9,23.4,2.95,2.8
F47157,89.06,27.1,43.83,2.84,2.86
F47159,85.86,16.1,32.54,3.2,3.1
F47161,87.33,21.1,28.65,3,2.9
F47163,87.45,20.7,24.72,2.94,2.82
F47165,90.31,12.4,20.56,3.3,3.38
F47167,88.08,20.1,26.56,3.14,3.16
F47169,85.01,16,37.63,3.07,2.96
F47171,85.57,22,24.79,3.14,2.92
F47173,78.33,27.6,18.44,2.78,2.62
F47175,78.9,26.1,13.84,2.61,2.76
F47177,81.94,22.8,25.92,2.77,2.71
F47179,89.6,15.1,26.36,3.33,3.23
F47181,81.02,24.2,27.57,2.82,2.91
F47183,87.3,20.7,26.72,3.2,3.1
F47185,81.14,19.4,22.51,2.89,2.9
F47187,95.22,3.6,10.76,3.81,3.82
F47189,92.03,9.2,20.39,3.31,3.27
F48001,82.5,27.6,29.43,2.85,2.92
F48003,76.71,12,20.74,2.9,2.89
F48005,83.01,25.1,34.04,2.83,2.94
F48007,87.11,30.8,37.1,2.67,2.87
F48009,90.49,11.2,16.63,3.2,3.39
F48011,91.11,12.4,19.3,2.76,3.07
F48013,78.96,22,23.7,2.52,2.85
F48015,87.58,18,21.48,2.82,2.75
F48017,77.94,23.3,14.03,2.42,2.75
F48019,89.73,21.3,31.2,2.73,2.8
F48021,83.15,16.4,22.36,2.62,2.89
F48023,87.42,21.8,18.34,2.98,3.33
F48025,79.19,26.1,27.39,2.7,2.68
F48027,90.94,21.4,29.86,2.8,3.01
F48029,84.44,20.5,30.4,2.77,2.93
F48031,91.61,14.6,20.68,3.08,3.25
F48033,93.32,8.5,7.51,,
F48035,88.33,19.2,19.68,2.68,2.98
F48037,89.49,23.4,37.94,2.9,3.15
F48039,88.84,10,18.77,3.05,3.26
F48041,88.28,19.5,29.97,2.93,3.2
F48043,84.93,16.6,12.75,2.58,2.54
F48045,85.45,22.8,15.56,3.12,3.46
F48047,67.06,45,41.46,2.4,2.64
F48049,87.03,22.3,24.02,2.91,2.91
F48051,84.13,19.9,13.44,2.65,2.6
F48053,88.41,16.4,17.36,2.82,2.79
F48055,79.72,18.6,23.93,2.41,2.62
F48057,80.91,21.4,24.38,3.03,3.44
F48059,88.6,19,20.87,3.04,2.9
F48061,68.56,34.6,33.93,2.87,3.22
F48063,87.72,24.8,29.87,2.81,3.05
F48065,94.17,10.7,19.24,3.18,3.38
F48067,86.91,25.6,28.1,2.98,3.09
F48069,75.42,20.4,21.6,2.57,2.98
F48071,89.75,11,15.08,3.34,3.58
F48073,80.87,24.4,25.64,2.97,3.24
F48075,84.2,24.1,36.65,3.33,3.59
F48077,90.94,14.6,23.81,3.01,3.19
F48079,70.16,29.4,19.3,2.19,2.58
F48081,83.18,18,28.44,2.69,2.9
F48083,86.48,28.1,12.19,2.83,2.65
F48085,93.9,6.7,15.71,3.29,3.55
F48087,75.28,25.5,25.57,3.32,3.12
F48089,84.32,18.4,20.36,2.8,3.13
F48091,93.67,9.4,15.28,3.16,3.27
F48093,85.72,24,22.21,2.81,3.12
F48095,69.19,20.9,31.57,2.46,2.57
F48097,87.39,16.1,23.13,2.92,3.09
F48099,88.81,16.8,22.77,2.82,3.03
F48101,81.05,31.7,34.78,,
F48103,76.86,12.9,11.4,2.5,3.04
F48105,78.63,17.7,26.01,2.71,2.91
F48107,76.19,30.3,35.22,2.59,2.86
F48109,65.4,29.4,53.3,2.08,2.28
F48111,68.11,16,7.59,2.53,2.52
F48113,80.35,20.1,30.9,2.78,3
F48115,71.57,24.4,38.31,2.74,2.98
F48117,72.72,22.6,21.09,2.9,3.07
F48119,87.41,21.5,15.9,2.59,2.84
F48121,92.77,7.6,17.45,3.11,3.24
F48123,82.82,27.6,14.49,2.69,3.03
F48125,80.16,27.7,23.18,2.45,2.93
F48127,67.76,34.4,49.36,2.69,2.77
F48129,89.48,24.8,32.23,3.25,3.31
F48131,70.45,32.1,35.63,2.84,2.66
F48133,85.2,23.2,15.99,2.89,2.62
F48135,76.55,17.9,26.88,2.63,2.79
F48137,76.86,31.8,35.51,,
F48139,86.61,11.1,18.35,2.92,3.12
F48141,78.95,22.7,30.21,2.97,3.2
F48143,87.2,15.5,19.05,3.15,3.28
F48145,77.45,25.2,24.61,2.64,2.98
F48147,85.56,17.5,16.53,2.97,3.06
F48149,89.12,14.4,14.56,2.98,3.18
F48151,88.95,17.6,22.93,2.78,2.96
F48153,75.15,29.5,23.81,2.44,2.54
F48155,81.24,29.9,17.67,,
F48157,90.75,9.4,16.96,3.25,3.5
F48159,90.56,20.4,9.5,2.73,2.76
F48161,81.76,16.7,22.06,2.73,3.02
F48163,64.91,28.8,41.14,2.4,2.68
F48165,61.78,19.8,16.62,2.83,3.09
F48167,89.58,14.1,25.08,2.96,3.15
F48169,64.98,23.4,7.93,2.7,3.41
F48171,89.69,15.2,25.62,3.08,3.34
F48173,69.3,9.9,27.6,3.32,3.66
F48175,82.26,20.8,11.96,2.66,2.8
F48177,76.16,22.3,26.24,2.49,2.77
F48179,79.73,18,17.97,2.74,2.9
F48181,89.64,20.8,24.11,2.95,3.1
F48183,84.6,26.3,29.26,2.83,3.07
F48185,81.24,20.6,29.34,2.7,2.99
F48187,88.81,10.7,22.24,2.96,3.07
F48189,74.93,24.6,31.62,2.67,2.97
F48191,81.07,36.7,31.42,2.81,3.07
F48193,87.1,20.9,21.81,3.13,3.05
F48195,71.48,15.4,16.99,3.07,3.56
F48197,81.45,23.6,25.06,2.6,2.88
F48199,88.73,12.9,24.11,3.08,3.24
F48201,81.84,23.3,27.83,2.82,3.04
F48203,86.4,21.9,33.8,2.92,3.07
F48205,84.15,9.1,15.58,2.46,2.75
F48207,74.13,25.6,30.02,2.75,2.54
F48209,90.37,9.9,16.95,2.9,2.93
F48211,82.26,14.5,12.44,3.24,3.13
F48213,84.91,22.6,21.6,3.03,3.32
F48215,66.93,32.5,31.07,2.89,3.18
F48217,84.48,20.4,22.52,2.74,2.85
F48219,75.59,19.5,19.06,2.83,3
F48221,90.97,14.8,14.37,3.05,3.26
F48223,84.86,18.9,21,2.71,2.66
F48225,81.2,27.7,35.41,2.59,2.68
F48227,80.12,17.8,31.57,2.51,2.84
F48229,56.51,33.1,31.39,2.18,2.73
F48231,85.56,17.6,23.61,2.71,2.81
F48233,86.16,15.4,22.93,2.82,2.82
F48235,94.1,7.4,23.93,,
F48237,81.14,18.4,28.59,2.76,3.02
F48239,81.43,17.5,21.51,2.85,2.96
F48241,85,24.9,32.18,2.82,2.86
F48243,80.73,59.7,,,
F48245,83.94,25.9,34.86,2.7,2.77
F48247,74.54,30.5,38.74,2.35,2.69
F48249,78.17,32.9,39.04,2.82,3.01
F48251,85.76,11.7,21.49,2.9,3.09
F48253,78.98,21.2,22.06,2.78,2.7
F48255,75.73,22.9,27.8,2.71,2.93
F48257,85.82,12.7,23.29,2.86,3.07
F48259,94.05,8.6,11.37,3.06,3.41
F48261,21.85,13.8,,,
F48263,93.51,12.3,8.72,,
F48265,89.32,16.5,23.52,3.05,3.36
F48267,83.73,32.7,13.49,3.15,3.22
F48269,78.38,21.3,28.85,,
F48271,80.99,22.7,53.25,2.74,3.1
F48273,79.06,30,35.85,2.68,3.15
F48275,80.67,24.6,20.47,2.63,2.83
F48277,86.07,26.9,32.08,2.75,3.04
F48279,75.81,24.5,25.2,2.78,3.02
F48281,89.85,18,24.57,2.89,3.07
F48283,64.67,28.3,28.1,2.59,2.81
F48285,86.19,14.5,15.8,2.99,3.29
F48287,83,15,28.07,2.63,2.78
F48289,81.91,17.9,32.3,2.95,3.14
F48291,78.24,20,20.08,2.61,2.88
F48293,83.19,19.7,28.84,2.81,2.82
F48295,82.57,14.8,24.55,2.9,3.21
F48297,77.63,23.8,22.78,3.21,3.49
F48299,86.48,20.3,21.05,2.87,2.92
F48301,96.59,11.3,,,
F48303,87.17,18.4,28.84,2.88,3.1
F48305,78.74,19.6,25.68,2.98,3.13
F48307,80.36,27.1,31.09,2.85,2.92
F48309,85.42,20.7,31.18,2.83,2.99
F48311,88.91,12,39.53,,
F48313,81.19,21.6,15.72,2.72,2.87
F48315,86.11,31.1,25.7,2.76,2.56
F48317,78.9,17,12.06,2.54,2.88
F48319,85.46,20.1,10.73,3.27,3.61
F48321,82.08,24,31.98,2.73,2.97
F48323,61.47,27.9,31.34,2.76,3.01
F48325,84.37,17.2,21.66,2.88,2.93
F48327,83.47,34.5,6.35,2.82,2.97
F48329,84.12,13.1,22.01,2.72,2.91
F48331,83.57,24,37.51,2.66,2.71
F48333,82.83,22.8,18.93,,3.28
F48335,84.78,21.9,28.76,2.43,2.76
F48337,86.68,18.2,27.55,2.92,3.04
F48339,89.19,10.9,16.25,3.03,3.27
F48341,65.37,14.8,21.32,2.81,3.03
F48343,91.05,25.1,27.83,2.51,2.65
F48345,88.73,27.5,33.45,,
F48347,83.7,23.5,29.39,2.84,2.97
F48349,79.99,21.9,26.97,2.66,2.93
F48351,81.3,27.9,29.2,2.58,2.68
F48353,82.62,24.4,28.24,3.02,3.38
F48355,83.81,25.9,33.56,2.91,3.13
F48357,74.3,14.2,20.39,2.81,2.87
F48359,91.65,28.8,3.53,2.98,3.42
F48361,88.39,21.1,25.59,2.76,2.85
F48363,87.7,20.9,21.03,2.55,2.68
F48365,84.04,19.5,21.32,2.87,3.03
F48367,89.01,9.8,13.61,3.04,3.12
F48369,74.15,17.7,10.26,2.6,3.09
F48371,72.48,19.7,22.39,2.67,3.07
F48373,81.9,22.9,35.57,2.77,2.94
F48375,77.19,29.2,32.16,2.87,3.12
F48377,48.52,32.4,36.4,2.48,2.77
F48379,83.04,20.3,20.3,2.61,2.78
F48381,93,11.6,23.28,3.09,3.26
F48383,82.63,10.1,8.77,3.01,3.09
F48385,87.9,32.1,45,2.45,2.73
F48387,88.96,25.6,27.19,2.82,2.98
F48389,69.36,20.5,32.96,2.67,2.9
F48391,82.61,23.7,31.92,2.73,2.79
F48393,92.73,9.1,8.15,,
F48395,84.67,23.2,35.31,3.08,3.3
F48397,93.02,6.4,14.12,3.2,3.5
F48399,81.06,21.4,24.44,2.82,2.96
F48401,82.62,18.1,23.27,2.78,2.91
F48403,85.69,25.4,21.66,2.81,2.99
F48405,82,29.7,23.2,2.19,2.54
F48407,85.49,26.1,18.85,2.31,2.51
F48409,81.39,21.6,35.62,2.9,3.08
F48411,80.8,26.1,15.97,2.5,3.25
F48413,79.24,19,0.67,2.75,3.15
F48415,80.22,17.6,16.3,2.61,2.78
F48417,88.05,15.8,31.2,2.82,3.21
F48419,77.99,24.4,29.48,2.8,3.05
F48421,74.45,16.9,9.39,3.01,3.1
F48423,87.09,18.2,22.97,2.92,3.08
F48425,91.85,12.8,9,3.13,3.06
F48427,57.61,35.3,40.02,2.94,3.21
F48429,79.79,23.5,38.65,2.73,2.83
F48431,89.11,13.5,54.36,3.14,3.12
F48433,81.61,22.5,30.1,,
F48435,75.32,17.3,30.26,3.11,3.26
F48437,75.24,27.2,22.99,2.04,2.25
F48439,86.5,15.4,26,2.91,3.04
F48441,89.5,16.9,28.3,2.94,3.11
F48443,85.24,13.2,39.32,,
F48445,69.72,27.4,25.89,2.43,2.48
F48447,86.97,27.7,40,,2.83
F48449,78.17,21.4,29.97,3.03,3.21
F48451,86.38,16.6,24.95,2.81,2.92
F48453,90.26,10.9,23.42,3.02,3.18
F48455,82.56,26.5,30.9,2.56,2.73
F48457,81.32,27.9,29.51,2.72,2.92
F48459,86.76,17.8,26.66,2.93,3
F48461,78.1,17,23.68,2.79,3.06
F48463,75.87,30.7,38.1,2.52,2.68
F48465,70.02,24.3,33.13,2.55,2.66
F48467,85.3,17.7,24.55,2.91,2.99
F48469,83.4,24.4,30.23,2.51,2.66
F48471,85.97,20.8,27.22,2.55,2.66
F48473,85.24,17.4,22.26,2.66,2.95
F48475,79.55,14.4,18.19,2.49,2.77
F48477,87.52,17.6,22.31,2.88,3.09
F48479,68.15,30.3,31.26,2.88,3.24
F48481,80.05,20.6,25.63,2.82,3.04
F48483,79.9,20.3,25.59,2.89,3.28
F48485,88.27,20.9,29.54,2.74,2.8
F48487,78.74,21.1,18.32,2.58,2.69
F48489,70.07,34,39.85,2.81,3
F48491,93.28,6.3,17.33,3.11,3.21
F48493,88.57,11.5,16.87,2.89,3.07
F48495,68.88,16.9,10.89,2.36,2.48
F48497,86.14,12.4,21.21,2.9,3
F48499,85.64,21.4,25.95,2.94,3.05
F48501,69.2,14.9,11.7,2.51,2.24
F48503,84.82,22.1,25.06,2.68,2.78
F48505,64.69,39.5,27.46,2.75,3.04
F48507,75.72,39,58.03,2.24,2.26
F49001,91.37,11.4,7.29,3.66,3.5
F49003,92.89,7.8,11.16,3.2,3.12
F49005,93.54,8.8,13.16,3.35,3.35
F49007,92.16,15.3,21.86,3.24,3.43
F49009,96.06,8.2,,,
F49011,95.89,5.2,12.94,3.34,3.28
F49013,89.2,13.2,16.15,2.93,2.94
F49015,94.36,12.6,18.13,3.13,3.11
F49017,93.66,12.8,16.58,3.13,3.11
F49019,93.81,13.5,32.63,2.74,2.48
F49021,93.38,14.5,19.19,3.23,3.12
F49023,92.45,9.6,11.91,3.06,3.04
F49025,91.43,13.1,19.91,3.4,3.31
F49027,89.65,13.7,12.09,2.77,2.85
F49029,97.83,3.8,7.03,3.33,3.43
F49031,92.7,31.9,1.07,,
F49033,95.66,13.3,6.47,,
F49035,91.52,7.2,16.89,3.09,3.02
F49037,85.72,22.8,23.31,2.48,2.37
F49039,91.95,15.5,10.69,3.37,3.34
F49041,91.05,11.6,13.45,3.29,3.5
F49043,95.23,4.8,16.7,3.27,3.21
F49045,92.06,6.3,14.17,,
F49047,88.46,12.8,14.49,2.98,2.85
F49049,95.16,6.5,10.29,3.23,3.15
F49051,95.38,6.2,9.72,3.26,3.18
F49053,93.84,9.3,14.63,3.25,3.08
F49055,89.57,17.4,19.25,3.08,3.32
F49057,91.55,7.8,19.33,3.05,2.95
F50001,94.22,7.5,13.59,,
F50003,92.61,13.6,28.63,,
F50005,92.82,10.7,20.97,,
F50007,94.8,6.8,20.6,,
F50009,88.38,18.3,24.46,,
F50011,91.06,9.9,15.7,,
F50013,93.89,10.6,15.42,,
F50015,92.5,9.4,24.02,,
F50017,92.69,11.5,19.7,,
F50019,89.48,15.9,20,,
F50021,93.72,12.6,18.89,,
F50023,94.21,8.8,31.06,,
F50025,93.75,13.8,29.04,,
F50027,94.68,9.1,21.9,,
F51001,82.46,24.1,36.13,2.93,
F51003,92.67,7,21.81,3.21,
F51005,89.35,17.9,28.55,2.87,
F51007,85.62,12.1,18.97,3.11,
F51009,86.62,16.1,25.36,3.1,
F51011,87.75,18,23.41,3.03,
F51013,94.95,6.6,16.49,3.46,
F51015,88.67,11.5,17.14,3.04,
F51017,87.5,15.6,21.27,2.87,
F51019,91.85,8.7,16.96,3.11,
F51021,88.62,14.3,22.57,3.18,
F51023,93.62,7.5,14.62,3.28,
F51025,77.04,25.4,55.53,2.41,
F51027,72.56,29.9,33.31,3.06,
F51029,82.55,22,27.67,2.56,
F51031,88.79,12.9,21.55,3.11,
F51033,87.96,13.9,29.85,3.32,
F51035,80.91,19.2,18.61,3.26,
F51036,81.53,16,20.42,2.88,
F51037,83.9,25.6,39.71,3.25,
F51041,92.59,8.7,23.7,3.27,
F51043,91.69,7,14.39,3.02,
F51045,91.48,16.2,17.09,3.03,
F51047,87.06,11.6,19.21,2.9,
F51049,85.77,22,26.43,3.19,
F51051,78.2,23.4,27.63,3.26,
F51053,84.49,15.5,21.52,3.19,
F51057,82.79,20.1,35.72,3.34,
F51059,92.68,7,16.06,3.24,
F51061,91.87,6.4,17.38,3.17,
F51063,89.04,14,11.96,2.92,
F51065,92.48,8.3,19.36,3.38,
F51067,88.38,17,20.92,3.19,
F51069,88.42,9.4,20.08,3.11,
F51071,89.95,15.7,16.12,3.09,
F51073,89.07,11.7,17.9,3.24,
F51075,93.08,7.3,11.62,3.32,
F51077,83.07,22.4,25.12,3.19,
F51079,87.94,12.3,16.48,2.97,
F51081,78.09,21.8,46.64,2.55,
F51083,82.44,22.2,33.34,3.21,
F51085,93.89,5.3,15.93,3.42,
F51087,92.45,12.3,28.1,3.24,
F51089,80.23,20.3,32.98,3.17,
F51091,89.91,19.7,4.53,,
F51093,88.88,9.5,25.03,3.28,
F51095,95.44,8,20.69,3.35,
F51097,90.65,15.7,24.91,2.88,
F51099,92.52,7,15.21,3.35,
F51101,94.18,8.8,13.79,3.44,
F51103,90.15,21.2,49.11,2.63,
F51105,79.02,34.1,33.86,3.3,
F51107,93.92,3.1,11.48,3.34,
F51109,88.39,12.3,16.84,3.08,
F51111,81.8,22.8,30.36,3,
F51113,88.63,14,19.04,2.99,
F51115,91.86,14.6,11.07,3.4,
F51117,84.79,22.9,34.7,3.23,
F51119,87.76,19.3,27.4,2.79,
F51121,93.8,11.9,15.84,3.25,
F51125,85.29,17.6,16.37,3.09,
F51127,93.5,6.5,13.13,3.36,
F51131,85.13,26.7,35.5,3.1,
F51133,92.15,24.7,32.17,3.45,
F51135,82.28,22.8,26.99,3.15,
F51137,89.75,13.7,21.82,3.1,
F51139,83.81,17,22.55,3.05,
F51141,82.34,20.6,18.88,3.29,
F51143,84.1,17.8,27.95,3.44,
F51145,89.6,6.1,11.74,3.38,
F51147,85.35,28,33.61,2.86,
F51149,89.76,10,25.95,3.35,
F51153,89.18,6.7,17.76,3.22,
F51155,89.07,15.8,21.21,3.08,
F51157,90.91,13.5,10.35,2.96,
F51159,80.1,17.9,9.2,3.15,
F51161,93.29,7.2,18.44,3.39,
F51163,88.99,15.9,18.45,3.09,
F51165,85.33,10.6,14.24,3.11,
F51167,81.07,20.8,15.12,3.28,
F51169,82.14,22,22.15,3.34,
F51171,88.09,15.1,18.21,2.7,
F51173,83.43,21.4,34.52,3.09,
F51175,85.21,17.4,30.9,3.19,
F51177,91.34,9.8,20.1,3.17,
F51179,93.04,6.7,18.13,3.19,
F51181,84.44,18.6,36.65,3.28,
F51183,80.7,24.9,39.09,2.99,
F51185,83.36,20.3,27.98,3.3,
F51187,87.88,15.3,26.77,2.93,
F51191,86.21,17.1,18.73,3.51,
F51193,83.77,22.4,38.69,3.02,
F51195,77.26,26.7,25.43,3.32,
F51197,87.4,17.5,20.92,3.43,
F51199,95.25,5.7,21.59,3.6,
F51510,93.02,12.7,22.88,2.96,
F51520,86.24,30.7,37.61,2.85,
F51530,79.74,20.4,27.7,3.06,
F51540,90.94,15.4,33.22,3.09,
F51550,93.22,9.7,26.09,3.31,
F51570,91.82,14.8,42.99,3.09,
F51580,88.47,24,18.94,2.95,
F51590,83.64,37.4,51.43,2.54,
F51595,75.11,31.8,58.22,,
F51600,92.58,6.2,17.92,2.8,
F51610,96.83,2.8,14.34,3.71,
F51620,83.71,30.5,53.51,,
F51630,92.16,19,38.26,2.87,
F51640,75.45,28.5,26.3,3.01,
F51650,91.83,20.7,42.09,3.07,
F51660,83.33,16.7,24.8,2.76,
F51670,84.48,29.4,49.87,2.83,
F51678,91.66,9.5,23.29,3.36,
F51680,88.57,21.4,36.54,3.08,
F51683,85.66,13.7,24.08,2.89,
F51685,77.85,11.4,23.9,3.05,
F51690,86.34,31.2,47.34,2.8,
F51700,91.55,20.2,39.47,2.93,
F51710,88.13,27.2,42.31,2.98,
F51720,85.45,29.4,37.7,3.02,
F51730,83.33,36.4,51.83,2.85,
F51735,95.96,5.6,9.16,3.71,
F51740,89.31,24.4,43.01,3.01,
F51750,90.58,14.2,16.23,3.34,
F51760,86.94,27.3,51.64,2.65,
F51770,87.67,20.8,45.14,2.99,
F51775,90.84,11.4,27.63,3.34,
F51790,89.73,16.4,24.49,3.18,
F51800,90.25,13.7,30.12,3.15,
F51810,94.03,12.4,25.91,3.46,
F51820,87.05,18.9,35.7,2.95,
F51830,93.21,20,28.18,3.11,
F51840,86.25,18.8,28.77,2.93,
F53001,68.91,17,24.91,2.41,2.74
F53003,90.98,18.5,18.51,2.87,2.95
F53005,91.02,11.5,21.58,3.02,2.85
F53007,83.67,11.6,23.03,2.76,2.67
F53009,92.11,18.9,27.19,3.11,3.14
F53011,92.99,10,16.33,3,2.86
F53013,88.06,18.3,14.33,3.2,3.31
F53015,89.87,14.8,22.97,2.64,2.52
F53017,82.62,14.2,24.18,2.92,2.73
F53019,89.92,28,24.08,,
F53021,76.67,15.8,20.9,2.24,2.28
F53023,95.48,15.7,12.83,3.38,3.15
F53025,78.55,18.6,21.17,2.6,2.58
F53027,89.9,19.2,22.56,2.75,2.64
F53029,95.56,8.3,16.12,3.06,
F53031,96.27,16.6,26.92,,
F53033,93.42,8,17.48,3.27,3.22
F53035,94.88,9.9,20.84,3.2,3.08
F53037,91.85,11.1,19.28,,
F53039,88.79,17.2,11.34,2.68,2.46
F53041,89.38,16.1,19.88,2.9,2.86
F53043,92.93,14.6,9.93,2.98,2.93
F53045,89.62,17.7,20.68,2.59,2.44
F53047,84.59,31.1,31.66,2.57,2.42
F53049,89.77,17.6,24.39,2.87,2.66
F53051,90.69,23.5,23.42,2.97,2.86
F53053,91.84,9,19.97,3.04,2.95
F53055,95.92,11,17.97,,
F53057,90.6,12,21.39,2.79,2.88
F53059,91.88,14.2,29.82,2.84,2.73
F53061,92.54,8,16.97,3.1,3.01
F53063,94.09,15.2,21.39,2.98,2.91
F53065,91.66,20.4,17.07,,
F53067,93.89,9.9,19.09,3.12,3.09
F53069,92.67,18.1,4.91,2.83,2.98
F53071,87.84,14.9,21.12,2.67,2.46
F53073,92.7,10.9,19.2,2.87,2.73
F53075,95.56,11,14.89,3.42,3.2
F53077,74.32,19.1,26.87,2.65,2.73
F54001,87.31,26.5,16.51,2.64,2.57
F54003,90.31,13.7,21.92,2.83,2.7
F54005,83.4,23.4,21.65,2.84,2.7
F54007,81.93,23,19.14,2.61,2.33
F54009,91.95,16.8,29.11,2.8,2.56
F54011,88.24,21,28.99,2.94,2.79
F54013,82.82,25.9,15.36,3.34,3.01
F54015,77.77,33.2,25.47,3.19,2.76
F54017,82.09,20.7,16.89,2.99,2.78
F54019,84.51,28,25.32,2.77,2.65
F54021,84.2,20.1,34.09,3.01,3.04
F54023,82.53,19.1,16.96,2.9,3.04
F54025,85.65,25.2,23.83,3.12,3.06
F54027,86.77,22.8,23.23,3.12,3.09
F54029,89.34,17.8,26.84,3.06,3.04
F54031,80.92,19.4,18.94,2.85,2.77
F54033,88.74,17.8,24.31,2.83,2.78
F54035,88.71,19.1,12.38,3.2,2.95
F54037,90.55,9.1,16.27,2.96,2.83
F54039,89.29,20.3,30.09,2.94,2.99
F54041,87.18,19.1,24.56,2.38,2.58
F54043,80.15,26.3,19.51,2.67,2.53
F54045,80.15,29.4,25.52,2.95,2.53
F54047,72.24,37.8,24.24,2.58,2.35
F54049,90.23,16.4,27.76,2.97,2.92
F54051,92.42,18.7,27.97,2.99,2.85
F54053,86.27,24.4,27.76,2.89,2.61
F54055,84.27,24.3,30.79,2.68,2.6
F54057,92.45,18.4,27.53,2.87,2.65
F54059,76.61,30.3,31.02,2.97,2.7
F54061,92.81,12.9,21.32,3.2,3.18
F54063,87.36,22.7,13.68,2.65,2.25
F54065,88.14,16.1,14.74,2.59,2.51
F54067,88.28,24.1,30.23,2.82,2.72
F54069,92.8,21.4,27.48,3.15,3
F54071,80.78,18.7,15.9,2.8,2.6
F54073,89,15.7,17.28,3.11,3.16
F54075,84.55,23.4,11.86,2.72,2.74
