FIPS,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
48365,84.04,19.5,21.32,2.865603522,3.030577542
48367,89.01,9.8,13.61,3.044796979,3.115094747
48369,74.15,17.7,10.26,2.596446578,3.089521322
48371,72.48,19.7,22.39,2.666958439,3.067764308
48373,81.9,22.9,35.57,2.770893263,2.943847986
48375,77.19,29.2,32.16,2.8673478,3.122241675
48377,48.52,32.4,36.4,2.47760659,2.773084435
48379,83.04,20.3,20.3,2.611471709,2.78417972
48381,93,11.6,23.28,3.091623831,3.262506604
48383,82.63,10.1,8.77,3.008175659,3.090455504
48385,87.9,32.1,45,2.449858229,2.73072335
48387,88.96,25.6,27.19,2.815843793,2.984221683
48389,69.36,20.5,32.96,2.669172524,2.900962212
48391,82.61,23.7,31.92,2.72665931,2.789546702
48393,92.73,9.1,8.15,,
48395,84.67,23.2,35.31,3.077494763,3.300829458
48397,93.02,6.4,14.12,3.19735431,3.50314408
48399,81.06,21.4,24.44,2.815916765,2.957043399
48401,82.62,18.1,23.27,2.782642222,2.911020512
48403,85.69,25.4,21.66,2.806086598,2.993800433
48405,82,29.7,23.2,2.191600736,2.537395501
48407,85.49,26.1,18.85,2.307478804,2.508822387
48409,81.39,21.6,35.62,2.902779802,3.076966523
48411,80.8,26.1,15.97,2.497162794,3.251325564
48413,79.24,19,0.67,2.751088945,3.150197489
48415,80.22,17.6,16.3,2.60693293,2.776881355
48417,88.05,15.8,31.2,2.817380137,3.208772182
48419,77.99,24.4,29.48,2.795047087,3.048137733
48421,74.45,16.9,9.39,3.012935842,3.095217161
48423,87.09,18.2,22.97,2.918864062,3.084793787
48425,91.85,12.8,9,3.125323975,3.060238243
48427,57.61,35.3,40.02,2.938464861,3.212132821
48429,79.79,23.5,38.65,2.731442994,2.831450181
48431,89.11,13.5,54.36,3.138254665,3.124938461
48433,81.61,22.5,30.1,,
48435,75.32,17.3,30.26,3.113776919,3.258333573
48437,75.24,27.2,22.99,2.035946435,2.252507138
48439,86.5,15.4,26,2.906777465,3.043955702
48441,89.5,16.9,28.3,2.944896307,3.105970472
48443,85.24,13.2,39.32,,
48445,69.72,27.4,25.89,2.432843829,2.484299719
48447,86.97,27.7,40,,2.82669139
48449,78.17,21.4,29.97,3.025134232,3.210451333
48451,86.38,16.6,24.95,2.806628435,2.917096594
48453,90.26,10.9,23.42,3.017524259,3.184119477
48455,82.56,26.5,30.9,2.564762127,2.733848019
48457,81.32,27.9,29.51,2.721033888,2.918475261
48459,86.76,17.8,26.66,2.927334426,2.995257378
48461,78.1,17,23.68,2.792159571,3.063995052
48463,75.87,30.7,38.1,2.515470963,2.677915347
48465,70.02,24.3,33.13,2.547529854,2.660259389
48467,85.3,17.7,24.55,2.910972013,2.985936401
48469,83.4,24.4,30.23,2.505059322,2.656444779
48471,85.97,20.8,27.22,2.552960407,2.658114783
48473,85.24,17.4,22.26,2.663543257,2.953315133
48475,79.55,14.4,18.19,2.489476446,2.77376162
48477,87.52,17.6,22.31,2.878731244,3.091973404
48479,68.15,30.3,31.26,2.883386813,3.239801417
48481,80.05,20.6,25.63,2.821865406,3.038539697
48483,79.9,20.3,25.59,2.891542294,3.283976351
48485,88.27,20.9,29.54,2.740144717,2.798051543
48487,78.74,21.1,18.32,2.575993719,2.692022256
48489,70.07,34,39.85,2.807898643,3.004346287
48491,93.28,6.3,17.33,3.108937864,3.214824831
48493,88.57,11.5,16.87,2.892608178,3.0671864
48495,68.88,16.9,10.89,2.361351811,2.476383181
48497,86.14,12.4,21.21,2.898779794,2.99975853
48499,85.64,21.4,25.95,2.94218785,3.045470102
48501,69.2,14.9,11.7,2.505855785,2.235947423
48503,84.82,22.1,25.06,2.676454806,2.775584725
48505,64.69,39.5,27.46,2.748391349,3.038622591
48507,75.72,39,58.03,2.235773555,2.256444931
49001,91.37,11.4,7.29,3.658246038,3.504709796
49003,92.89,7.8,11.16,3.198870397,3.117515402
49005,93.54,8.8,13.16,3.354302371,3.351229432
49007,92.16,15.3,21.86,3.239794741,3.425204686
49009,96.06,8.2,,,
49011,95.89,5.2,12.94,3.342082103,3.280111929
49013,89.2,13.2,16.15,2.927795332,2.943238004
49015,94.36,12.6,18.13,3.125010821,3.10617067
49017,93.66,12.8,16.58,3.130423757,3.11490147
49019,93.81,13.5,32.63,2.738505402,2.482224485
49021,93.38,14.5,19.19,3.230635047,3.118244765
49023,92.45,9.6,11.91,3.060453728,3.043478376
49025,91.43,13.1,19.91,3.395488003,3.31424205
49027,89.65,13.7,12.09,2.771378062,2.848115918
49029,97.83,3.8,7.03,3.328444885,3.429931947
49031,92.7,31.9,1.07,,
49033,95.66,13.3,6.47,,
49035,91.52,7.2,16.89,3.085342428,3.02334174
49037,85.72,22.8,23.31,2.484845386,2.369908375
49039,91.95,15.5,10.69,3.371298131,3.342102286
49041,91.05,11.6,13.45,3.291588693,3.499101512
49043,95.23,4.8,16.7,3.268669048,3.205380006
49045,92.06,6.3,14.17,,
49047,88.46,12.8,14.49,2.980108263,2.850929033
49049,95.16,6.5,10.29,3.229169334,3.146489313
49051,95.38,6.2,9.72,3.261446208,3.175283363
49053,93.84,9.3,14.63,3.247769326,3.080437275
49055,89.57,17.4,19.25,3.078058674,3.323578676
49057,91.55,7.8,19.33,3.050251023,2.951892606
50001,94.22,7.5,13.59,,
50003,92.61,13.6,28.63,,
50005,92.82,10.7,20.97,,
50007,94.8,6.8,20.6,,
50009,88.38,18.3,24.46,,
50011,91.06,9.9,15.7,,
50013,93.89,10.6,15.42,,
50015,92.5,9.4,24.02,,
50017,92.69,11.5,19.7,,
50019,89.48,15.9,20,,
50021,93.72,12.6,18.89,,
50023,94.21,8.8,31.06,,
50025,93.75,13.8,29.04,,
50027,94.68,9.1,21.9,,
51001,82.46,24.1,36.13,2.929125474,
51003,92.67,7,21.81,3.209291346,
51005,89.35,17.9,28.55,2.87297978,
51007,85.62,12.1,18.97,3.108442878,
51009,86.62,16.1,25.36,3.098801454,
51011,87.75,18,23.41,3.033219623,
51013,94.95,6.6,16.49,3.455787774,
51015,88.67,11.5,17.14,3.036321107,
51017,87.5,15.6,21.27,2.866002005,
51019,91.85,8.7,16.96,3.109782242,
51021,88.62,14.3,22.57,3.176510484,
51023,93.62,7.5,14.62,3.279340648,
51025,77.04,25.4,55.53,2.406295065,
51027,72.56,29.9,33.31,3.061204753,
51029,82.55,22,27.67,2.563703889,
51031,88.79,12.9,21.55,3.114193296,
51033,87.96,13.9,29.85,3.323475952,
51035,80.91,19.2,18.61,3.264463328,
51036,81.53,16,20.42,2.877438744,
51037,83.9,25.6,39.71,3.248327346,
51041,92.59,8.7,23.7,3.271255964,
51043,91.69,7,14.39,3.016397395,
51045,91.48,16.2,17.09,3.030446495,
51047,87.06,11.6,19.21,2.903826529,
51049,85.77,22,26.43,3.192705275,
51051,78.2,23.4,27.63,3.258906427,
51053,84.49,15.5,21.52,3.1864484,
51057,82.79,20.1,35.72,3.335487201,
51059,92.68,7,16.06,3.237885723,
51061,91.87,6.4,17.38,3.173752495,
51063,89.04,14,11.96,2.924322919,
51065,92.48,8.3,19.36,3.375327643,
51067,88.38,17,20.92,3.190020812,
51069,88.42,9.4,20.08,3.106480502,
51071,89.95,15.7,16.12,3.088298246,
51073,89.07,11.7,17.9,3.243583414,
51075,93.08,7.3,11.62,3.318902902,
51077,83.07,22.4,25.12,3.188550986,
51079,87.94,12.3,16.48,2.970165498,
51081,78.09,21.8,46.64,2.548723983,
51083,82.44,22.2,33.34,3.214305108,
51085,93.89,5.3,15.93,3.416530083,
51087,92.45,12.3,28.1,3.236154467,
51089,80.23,20.3,32.98,3.1651215,
51091,89.91,19.7,4.53,,
51093,88.88,9.5,25.03,3.279841739,
51095,95.44,8,20.69,3.354167245,
51097,90.65,15.7,24.91,2.878454429,
51099,92.52,7,15.21,3.345960437,
51101,94.18,8.8,13.79,3.442348274,
51103,90.15,21.2,49.11,2.632539146,
51105,79.02,34.1,33.86,3.298539497,
51107,93.92,3.1,11.48,3.335128982,
51109,88.39,12.3,16.84,3.083755729,
51111,81.8,22.8,30.36,3.003322909,
51113,88.63,14,19.04,2.986626021,
51115,91.86,14.6,11.07,3.401984087,
51117,84.79,22.9,34.7,3.228096176,
51119,87.76,19.3,27.4,2.787600015,
51121,93.8,11.9,15.84,3.248286587,
51125,85.29,17.6,16.37,3.087161334,
51127,93.5,6.5,13.13,3.361127588,
51131,85.13,26.7,35.5,3.095246182,
51133,92.15,24.7,32.17,3.447459987,
51135,82.28,22.8,26.99,3.146412236,
51137,89.75,13.7,21.82,3.10435965,
51139,83.81,17,22.55,3.051173889,
51141,82.34,20.6,18.88,3.286976768,
51143,84.1,17.8,27.95,3.440708537,
51145,89.6,6.1,11.74,3.381037761,
51147,85.35,28,33.61,2.855692849,
51149,89.76,10,25.95,3.345859906,
51153,89.18,6.7,17.76,3.224998712,
51155,89.07,15.8,21.21,3.079356435,
51157,90.91,13.5,10.35,2.962122282,
51159,80.1,17.9,9.2,3.151883826,
51161,93.29,7.2,18.44,3.394307317,
51163,88.99,15.9,18.45,3.092419859,
51165,85.33,10.6,14.24,3.110081592,
51167,81.07,20.8,15.12,3.282269969,
51169,82.14,22,22.15,3.344472435,
51171,88.09,15.1,18.21,2.696762974,
51173,83.43,21.4,34.52,3.086765446,
51175,85.21,17.4,30.9,3.194122002,
51177,91.34,9.8,20.1,3.167759908,
51179,93.04,6.7,18.13,3.19013548,
51181,84.44,18.6,36.65,3.283303353,
51183,80.7,24.9,39.09,2.993502173,
51185,83.36,20.3,27.98,3.3018277,
51187,87.88,15.3,26.77,2.933088705,
51191,86.21,17.1,18.73,3.513351171,
51193,83.77,22.4,38.69,3.016503383,
51195,77.26,26.7,25.43,3.321436261,
51197,87.4,17.5,20.92,3.427066605,
51199,95.25,5.7,21.59,3.600093513,
51510,93.02,12.7,22.88,2.962606665,
51520,86.24,30.7,37.61,2.852913031,
51530,79.74,20.4,27.7,3.061161666,
51540,90.94,15.4,33.22,3.091665417,
51550,93.22,9.7,26.09,3.305050225,
51570,91.82,14.8,42.99,3.086170339,
51580,88.47,24,18.94,2.947151504,
51590,83.64,37.4,51.43,2.542529854,
51595,75.11,31.8,58.22,,
51600,92.58,6.2,17.92,2.796009738,
51610,96.83,2.8,14.34,3.714124391,
51620,83.71,30.5,53.51,,
51630,92.16,19,38.26,2.866403041,
51640,75.45,28.5,26.3,3.012027755,
51650,91.83,20.7,42.09,3.073812531,
51660,83.33,16.7,24.8,2.758699326,
51670,84.48,29.4,49.87,2.832209799,
51678,91.66,9.5,23.29,3.358121745,
51680,88.57,21.4,36.54,3.079985974,
51683,85.66,13.7,24.08,2.893576953,
51685,77.85,11.4,23.9,3.047095763,
51690,86.34,31.2,47.34,2.796077449,
51700,91.55,20.2,39.47,2.926829213,
51710,88.13,27.2,42.31,2.983084986,
51720,85.45,29.4,37.7,3.019122274,
51730,83.33,36.4,51.83,2.845927535,
51735,95.96,5.6,9.16,3.713230063,
51740,89.31,24.4,43.01,3.007709786,
51750,90.58,14.2,16.23,3.340749811,
51760,86.94,27.3,51.64,2.654574133,
51770,87.67,20.8,45.14,2.992313545,
51775,90.84,11.4,27.63,3.337052699,
51790,89.73,16.4,24.49,3.181645315,
51800,90.25,13.7,30.12,3.153484515,
51810,94.03,12.4,25.91,3.456203665,
51820,87.05,18.9,35.7,2.949557731,
51830,93.21,20,28.18,3.108394661,
51840,86.25,18.8,28.77,2.932644207,
53001,68.91,17,24.91,2.409841612,2.738335023
53003,90.98,18.5,18.51,2.874247386,2.94908402
53005,91.02,11.5,21.58,3.020451619,2.852834925
53007,83.67,11.6,23.03,2.761470641,2.669247889
53009,92.11,18.9,27.19,3.105400024,3.144964605
53011,92.99,10,16.33,2.997449972,2.857664911
53013,88.06,18.3,14.33,3.19782294,3.311305283
53015,89.87,14.8,22.97,2.635507956,2.519587139
53017,82.62,14.2,24.18,2.924652384,2.73247872
53019,89.92,28,24.08,,
53021,76.67,15.8,20.9,2.243128174,2.278746306
53023,95.48,15.7,12.83,3.37566553,3.145046284
53025,78.55,18.6,21.17,2.600166362,2.580131721
53027,89.9,19.2,22.56,2.746388694,2.642173231
53029,95.56,8.3,16.12,3.060713521,
53031,96.27,16.6,26.92,,
53033,93.42,8,17.48,3.26639093,3.223366369
53035,94.88,9.9,20.84,3.204938207,3.08360039
53037,91.85,11.1,19.28,,
53039,88.79,17.2,11.34,2.6799145,2.462412503
53041,89.38,16.1,19.88,2.904018442,2.86359845
53043,92.93,14.6,9.93,2.982417745,2.934251637
53045,89.62,17.7,20.68,2.58562613,2.441714843
53047,84.59,31.1,31.66,2.571780946,2.423457638
53049,89.77,17.6,24.39,2.873434885,2.660605635
53051,90.69,23.5,23.42,2.972535228,2.855207562
53053,91.84,9,19.97,3.038761859,2.952704609
53055,95.92,11,17.97,,
53057,90.6,12,21.39,2.785719027,2.878687466
53059,91.88,14.2,29.82,2.840873142,2.728480632
53061,92.54,8,16.97,3.102972273,3.00942183
53063,94.09,15.2,21.39,2.976049358,2.906177955
53065,91.66,20.4,17.07,,
53067,93.89,9.9,19.09,3.123591424,3.085847515
53069,92.67,18.1,4.91,2.832751988,2.975340696
53071,87.84,14.9,21.12,2.674361747,2.461499616
53073,92.7,10.9,19.2,2.867869963,2.728136976
53075,95.56,11,14.89,3.420085001,3.19655688
53077,74.32,19.1,26.87,2.652423473,2.733078707
54001,87.31,26.5,16.51,2.642809495,2.569729719
54003,90.31,13.7,21.92,2.826157162,2.703928686
54005,83.4,23.4,21.65,2.843313066,2.697472464
54007,81.93,23,19.14,2.61185422,2.330967356
54009,91.95,16.8,29.11,2.799266128,2.556437633
54011,88.24,21,28.99,2.943499158,2.785414077
54013,82.82,25.9,15.36,3.341076634,3.011575745
54015,77.77,33.2,25.47,3.190004135,2.755087981
54017,82.09,20.7,16.89,2.993453102,2.7822602
54019,84.51,28,25.32,2.768940698,2.652894974
54021,84.2,20.1,34.09,3.00616481,3.035180421
54023,82.53,19.1,16.96,2.896848435,3.042151457
54025,85.65,25.2,23.83,3.118224603,3.064328271
54027,86.77,22.8,23.23,3.119104438,3.091768312
54029,89.34,17.8,26.84,3.060255254,3.040581331
54031,80.92,19.4,18.94,2.845515263,2.770384884
54033,88.74,17.8,24.31,2.826845638,2.782862936
54035,88.71,19.1,12.38,3.199134197,2.954401729
54037,90.55,9.1,16.27,2.95801883,2.831037096
54039,89.29,20.3,30.09,2.939160014,2.994328148
54041,87.18,19.1,24.56,2.379311064,2.579978162
54043,80.15,26.3,19.51,2.665254235,2.533587866
54045,80.15,29.4,25.52,2.946025023,2.532027021
54047,72.24,37.8,24.24,2.576931003,2.347124182
54049,90.23,16.4,27.76,2.965449115,2.920134796
54051,92.42,18.7,27.97,2.987387358,2.848751194
54053,86.27,24.4,27.76,2.890246898,2.607198167
54055,84.27,24.3,30.79,2.682496143,2.604208822
54057,92.45,18.4,27.53,2.872833634,2.6450037
54059,76.61,30.3,31.02,2.967809289,2.696203476
54061,92.81,12.9,21.32,3.199149541,3.184561722
54063,87.36,22.7,13.68,2.653352718,2.254381064
54065,88.14,16.1,14.74,2.593409726,2.506416558
54067,88.28,24.1,30.23,2.81565667,2.721816518
54069,92.8,21.4,27.48,3.148594101,3.002198791
54071,80.78,18.7,15.9,2.795040776,2.595127574
54073,89,15.7,17.28,3.11330216,3.163858808
54075,84.55,23.4,11.86,2.715673196,2.742680418
54077,86.53,19.1,20.14,2.703239315,2.774206875
54079,92.35,13.1,22.93,3.324777092,3.202265247
54081,87.51,25.6,26.3,2.925233774,2.790930349
54083,86.85,21.1,25.46,2.798708674,2.688255814
54085,83.64,23.2,21.47,2.906904431,2.98046852
54087,81.3,30.1,22.81,2.694889467,2.583801165
54089,85.61,29.6,26.1,2.686202481,2.419180687
54091,90.73,16.9,26.64,2.948133659,2.886699678
54093,88.19,19.1,26.16,2.588030945,2.623490293
54095,89.36,20,20.95,2.782934332,2.820307898
54097,86.66,22.8,26.52,2.721807079,2.779570151
54099,81.14,22.7,15.56,2.952889921,3.011406969
54101,76.4,32.4,26.36,2.120804479,2.030869615
54103,86.6,22.2,29.62,2.823272585,2.894514805
54105,83.13,27.7,10.95,2.736054495,2.739597422
54107,90.95,21,24.7,3.055538278,2.865536267
54109,78.07,25.3,16.33,3.127684075,2.80681257
55001,87.45,18.1,18.57,2.452537684,2.568224946
55003,93.27,17,22.5,3.047359415,2.926417917
55005,90.59,13.7,23.83,2.880711222,2.848498449
55007,95.68,17.5,17.74,3.506283046,3.41210231
55009,92.48,8.6,19.46,2.956009963,2.872308696
55011,91.84,10.7,15.14,3.051784303,2.974856122
55013,93.03,13.1,20.78,3.007079772,2.974858863
55015,94.9,4.5,15.56,3.204506053,3.337268812
55017,92.91,11.8,17.11,3.124820659,3.223626362
55019,83,21.1,13.02,2.761031689,2.627409544
55021,93.35,7.4,15.78,2.927658836,2.947987313
55023,91.81,19.2,19.32,3.074856295,3.05480206
55025,96.19,8.6,20.65,3.089548482,3.160460824
55027,91.2,7.5,18.02,3.06183629,3.153239406
55029,95.58,11.2,24.72,3.103841418,3.193062986
55031,93.73,11,25.76,3.010797401,2.772125283
55033,93.46,9.7,12.78,3.038969111,3.146948318
55035,95.07,10.5,18.71,3.101412054,3.103401478
55037,93.08,16.8,14.86,3.530701169,3.869164339
55039,92.32,9.4,18.76,3.101622637,3.055832224
55041,89.83,17.2,27.02,2.826578568,2.871964122
55043,91.92,14.5,17.89,3.200811015,3.193889663
55045,92.28,8.5,19.62,3.137084879,3.13303101
55047,90.66,13.6,16.49,3.169151641,2.982545887
55049,95.41,8.7,16.11,3.250216698,3.375690373
55051,95.1,17.6,21.1,,
55053,90.47,17.2,22.19,2.773941194,2.628446309
55055,92.04,7.9,19.87,3.01788149,3.089460647
55057,89.78,13.4,14.95,2.952337929,2.791891567
55059,90.19,12.7,28.69,3.022958334,2.958954474
55061,93.65,7,14.3,3.197824562,3.306953318
55063,95.27,8.1,18.41,3.226036366,3.123017303
55065,91.53,13.5,15.24,3.344439589,3.382796911
55067,89.83,17.1,23.33,2.761972916,2.531990753
55069,91.76,10.5,15.26,2.919640377,2.800353742
55071,93.04,9.9,19.58,3.044137094,3.004465376
55073,92.37,7.8,16.07,3.126028974,3.107903964
55075,90.99,14.1,20.02,3.022144694,3.038016798
55077,90.45,14.4,19.32,2.980172476,3.216928507
55078,91.7,36.7,53.26,2.011997792,1.815055281
55079,88.74,25.5,40.83,2.487309774,2.444757798
55081,90.75,14.2,17.48,3.096544401,2.978463961
55083,91.34,9.5,15.32,3.077215515,3.163691722
55085,93.95,11.2,13.25,3.088472547,2.959720923
55087,94.05,7.7,15.24,3.072119173,3.111417352
55089,96.81,3.4,18.55,3.567239801,3.575116307
55091,90.78,13.2,15.53,3.050810461,3.319571399
55093,94.64,5.8,11.21,3.098895156,3.205989925
55095,94.15,11.3,19.73,3.118900497,3.154907067
55097,94.08,8.1,18.23,3.100997768,3.051269787
55099,91.97,17.2,18.59,2.992807096,3.025796709
55101,91.08,13.7,30.58,2.714757006,2.724166209
55103,90.39,18,21.9,2.700643112,2.636942452
55105,91.7,12.2,23.17,2.964627832,3.004541993
55107,88.72,19.4,16.83,2.90985006,2.924300328
55109,96.33,4.5,14.53,3.323558614,3.479442735
55111,91.24,10.5,17.84,2.976537882,2.996935044
55113,92.15,18.4,31.36,3.167069362,3.095584247
55115,91.99,13,19.99,2.715821198,2.622231415
55117,93.68,8.6,18.98,2.998487196,2.938221265
55119,88.17,13.5,17.52,3.164019851,3.270518069
55121,91.97,9.2,17.3,2.863414118,2.790012679
55123,89.88,20.1,12.13,3.09683985,3.035069321
55125,94.61,16.9,27.92,3.047716527,3.118963076
55127,91.48,9.4,21.9,3.158860948,3.083962894
55129,92.63,14.1,15.53,2.893567731,3.005447221
55131,95.11,4.6,14.96,3.399491484,3.549031822
55133,96.21,3.7,12.39,3.404197471,3.578771493
55135,91.78,11,19.09,3.120036611,3.163257796
55137,88.34,14.5,15.29,3.049622683,2.968915419
55139,93.38,8.5,22.89,3.032862525,3.095814249
55141,92.43,11.5,17.51,3.069318536,2.957565552
56001,95.87,10.4,11.16,3.5195145,3.576589182
56003,89.75,15,16.36,3.333259082,3.425495829
56005,93.25,7.6,16.91,3.008753565,2.896457891
56007,90.62,12.4,24.18,3.070765812,3.18471905
56009,91.79,11,13.9,3.476919048,3.572391924
56011,93.12,9.8,6.32,3.388325416,3.33897724
56013,91.8,19,29.09,2.951305648,2.982007825
56015,91.66,13.5,21.39,2.98437006,2.900558367
56017,94.17,12.9,14.3,3.230482404,3.13959956
56019,95.09,10.3,8.6,3.232578942,3.182719984
56021,94.15,8.8,18.6,3.177087442,3.054404611
56023,92.86,8.5,7.16,3.321032598,3.406539225
56025,93.7,10.4,22.3,3.093819044,3.209440415
56027,91.06,16.1,7.66,2.778625822,2.80254157
56029,95.86,11.7,18.74,3.556054896,3.487171994
56031,91.9,13.3,8.06,3.695735195,3.824548632
56033,95.48,9.6,18.84,3.613045185,3.838803096
56035,95.4,6.9,18.39,3.573649542,3.693338244
56037,92.57,8.4,15.72,3.253743713,3.416824119
56039,94.69,4.3,18.51,3.538906445,3.606338362
56041,93.1,9.7,10.79,3.14378642,3.346236903
56043,92,10.7,15.92,3.658460625,3.750633032
56045,93.33,12.6,11.26,3.378600078,3.351010217
